"time_id","start_time","hour","day","week","month","year","weekday"
167,"2018-11-23 14:50:26.796",14,23,47,11,2018,4
168,"2018-11-23 14:53:55.796",14,23,47,11,2018,4
169,"2018-11-23 15:00:59.796",15,23,47,11,2018,4
170,"2018-11-23 15:03:03.796",15,23,47,11,2018,4
171,"2018-11-23 15:04:41.796",15,23,47,11,2018,4
172,"2018-11-23 15:08:53.796",15,23,47,11,2018,4
173,"2018-11-23 15:12:16.796",15,23,47,11,2018,4
174,"2018-11-23 15:15:13.796",15,23,47,11,2018,4
175,"2018-11-23 15:17:23.796",15,23,47,11,2018,4
176,"2018-11-23 15:17:30.796",15,23,47,11,2018,4
177,"2018-11-23 15:21:17.796",15,23,47,11,2018,4
178,"2018-11-23 15:21:21.796",15,23,47,11,2018,4
179,"2018-11-23 15:27:46.796",15,23,47,11,2018,4
180,"2018-11-23 15:28:12.796",15,23,47,11,2018,4
181,"2018-11-23 15:29:23.796",15,23,47,11,2018,4
182,"2018-11-23 15:29:46.796",15,23,47,11,2018,4
183,"2018-11-23 15:30:49.796",15,23,47,11,2018,4
184,"2018-11-23 15:31:37.796",15,23,47,11,2018,4
185,"2018-11-23 15:33:10.796",15,23,47,11,2018,4
186,"2018-11-23 15:33:24.796",15,23,47,11,2018,4
187,"2018-11-23 15:37:12.796",15,23,47,11,2018,4
188,"2018-11-23 15:41:18.796",15,23,47,11,2018,4
189,"2018-11-23 15:44:29.796",15,23,47,11,2018,4
190,"2018-11-23 15:45:35.796",15,23,47,11,2018,4
191,"2018-11-23 15:48:19.796",15,23,47,11,2018,4
192,"2018-11-23 15:49:00.796",15,23,47,11,2018,4
193,"2018-11-23 15:52:34.796",15,23,47,11,2018,4
194,"2018-11-23 15:52:40.796",15,23,47,11,2018,4
195,"2018-11-23 15:53:50.796",15,23,47,11,2018,4
196,"2018-11-23 15:54:24.796",15,23,47,11,2018,4
197,"2018-11-23 15:56:47.796",15,23,47,11,2018,4
198,"2018-11-23 15:57:30.796",15,23,47,11,2018,4
199,"2018-11-23 15:58:44.796",15,23,47,11,2018,4
200,"2018-11-23 16:00:53.796",16,23,47,11,2018,4
201,"2018-11-23 16:00:58.796",16,23,47,11,2018,4
202,"2018-11-23 16:00:59.796",16,23,47,11,2018,4
203,"2018-11-23 16:01:07.796",16,23,47,11,2018,4
204,"2018-11-23 16:04:35.796",16,23,47,11,2018,4
205,"2018-11-23 16:05:27.796",16,23,47,11,2018,4
206,"2018-11-23 16:07:13.796",16,23,47,11,2018,4
207,"2018-11-23 16:08:14.796",16,23,47,11,2018,4
208,"2018-11-23 16:09:22.796",16,23,47,11,2018,4
209,"2018-11-23 16:13:08.796",16,23,47,11,2018,4
210,"2018-11-23 16:13:10.796",16,23,47,11,2018,4
211,"2018-11-23 16:16:50.796",16,23,47,11,2018,4
212,"2018-11-23 16:16:52.796",16,23,47,11,2018,4
213,"2018-11-23 16:17:10.796",16,23,47,11,2018,4
214,"2018-11-23 16:20:21.796",16,23,47,11,2018,4
215,"2018-11-23 16:20:52.796",16,23,47,11,2018,4
216,"2018-11-23 16:21:51.796",16,23,47,11,2018,4
217,"2018-11-23 16:22:57.796",16,23,47,11,2018,4
218,"2018-11-23 16:24:22.796",16,23,47,11,2018,4
219,"2018-11-23 16:25:39.796",16,23,47,11,2018,4
220,"2018-11-23 16:26:02.796",16,23,47,11,2018,4
221,"2018-11-23 16:26:29.796",16,23,47,11,2018,4
222,"2018-11-23 16:29:37.796",16,23,47,11,2018,4
223,"2018-11-23 16:30:20.796",16,23,47,11,2018,4
224,"2018-11-23 16:30:59.796",16,23,47,11,2018,4
225,"2018-11-23 16:32:34.796",16,23,47,11,2018,4
226,"2018-11-23 16:33:03.796",16,23,47,11,2018,4
227,"2018-11-23 16:34:48.796",16,23,47,11,2018,4
228,"2018-11-23 16:35:35.796",16,23,47,11,2018,4
229,"2018-11-23 16:36:59.796",16,23,47,11,2018,4
230,"2018-11-23 16:38:06.796",16,23,47,11,2018,4
231,"2018-11-23 16:41:23.796",16,23,47,11,2018,4
232,"2018-11-23 16:42:35.796",16,23,47,11,2018,4
233,"2018-11-23 16:44:59.796",16,23,47,11,2018,4
234,"2018-11-23 16:45:50.796",16,23,47,11,2018,4
235,"2018-11-23 16:48:25.796",16,23,47,11,2018,4
236,"2018-11-23 16:50:31.796",16,23,47,11,2018,4
237,"2018-11-23 16:50:45.796",16,23,47,11,2018,4
238,"2018-11-23 16:54:33.796",16,23,47,11,2018,4
239,"2018-11-23 16:55:04.796",16,23,47,11,2018,4
240,"2018-11-23 16:58:57.796",16,23,47,11,2018,4
241,"2018-11-23 16:59:02.796",16,23,47,11,2018,4
242,"2018-11-23 17:00:55.796",17,23,47,11,2018,4
243,"2018-11-23 17:01:40.796",17,23,47,11,2018,4
244,"2018-11-23 17:05:07.796",17,23,47,11,2018,4
245,"2018-11-23 17:08:27.796",17,23,47,11,2018,4
246,"2018-11-23 17:08:37.796",17,23,47,11,2018,4
247,"2018-11-23 17:09:57.796",17,23,47,11,2018,4
248,"2018-11-23 17:13:12.796",17,23,47,11,2018,4
249,"2018-11-23 17:13:32.796",17,23,47,11,2018,4
250,"2018-11-23 17:14:10.796",17,23,47,11,2018,4
251,"2018-11-23 17:15:10.796",17,23,47,11,2018,4
252,"2018-11-23 17:16:57.796",17,23,47,11,2018,4
253,"2018-11-23 17:19:26.796",17,23,47,11,2018,4
254,"2018-11-23 17:23:43.796",17,23,47,11,2018,4
255,"2018-11-23 17:25:11.796",17,23,47,11,2018,4
256,"2018-11-23 17:29:09.796",17,23,47,11,2018,4
257,"2018-11-23 17:30:05.796",17,23,47,11,2018,4
258,"2018-11-23 17:33:00.796",17,23,47,11,2018,4
259,"2018-11-23 17:33:33.796",17,23,47,11,2018,4
260,"2018-11-23 17:37:14.796",17,23,47,11,2018,4
261,"2018-11-23 17:38:06.796",17,23,47,11,2018,4
262,"2018-11-23 17:40:02.796",17,23,47,11,2018,4
263,"2018-11-23 17:42:29.796",17,23,47,11,2018,4
264,"2018-11-23 17:42:35.796",17,23,47,11,2018,4
265,"2018-11-23 17:47:19.796",17,23,47,11,2018,4
266,"2018-11-23 17:47:21.796",17,23,47,11,2018,4
267,"2018-11-23 17:50:28.796",17,23,47,11,2018,4
268,"2018-11-23 17:51:33.796",17,23,47,11,2018,4
269,"2018-11-23 17:55:18.796",17,23,47,11,2018,4
270,"2018-11-23 17:58:48.796",17,23,47,11,2018,4
271,"2018-11-23 18:03:13.796",18,23,47,11,2018,4
272,"2018-11-23 18:11:01.796",18,23,47,11,2018,4
273,"2018-11-23 18:17:56.796",18,23,47,11,2018,4
274,"2018-11-23 18:20:07.796",18,23,47,11,2018,4
275,"2018-11-23 18:28:21.796",18,23,47,11,2018,4
276,"2018-11-23 19:17:50.796",19,23,47,11,2018,4
277,"2018-11-23 19:18:57.796",19,23,47,11,2018,4
278,"2018-11-23 19:20:58.796",19,23,47,11,2018,4
279,"2018-11-23 19:24:39.796",19,23,47,11,2018,4
280,"2018-11-23 19:28:08.796",19,23,47,11,2018,4
281,"2018-11-23 19:32:31.796",19,23,47,11,2018,4
282,"2018-11-23 19:44:15.796",19,23,47,11,2018,4
283,"2018-11-23 19:47:35.796",19,23,47,11,2018,4
284,"2018-11-23 19:52:03.796",19,23,47,11,2018,4
285,"2018-11-23 19:57:02.796",19,23,47,11,2018,4
286,"2018-11-23 20:00:15.796",20,23,47,11,2018,4
287,"2018-11-23 20:04:48.796",20,23,47,11,2018,4
288,"2018-11-23 20:07:15.796",20,23,47,11,2018,4
289,"2018-11-23 20:11:29.796",20,23,47,11,2018,4
290,"2018-11-23 20:15:47.796",20,23,47,11,2018,4
291,"2018-11-23 20:18:51.796",20,23,47,11,2018,4
292,"2018-11-23 20:29:46.796",20,23,47,11,2018,4
293,"2018-11-23 20:33:44.796",20,23,47,11,2018,4
294,"2018-11-23 20:38:41.796",20,23,47,11,2018,4
295,"2018-11-23 20:40:27.796",20,23,47,11,2018,4
296,"2018-11-23 20:43:42.796",20,23,47,11,2018,4
297,"2018-11-23 20:47:18.796",20,23,47,11,2018,4
298,"2018-11-23 20:50:30.796",20,23,47,11,2018,4
299,"2018-11-23 20:55:28.796",20,23,47,11,2018,4
300,"2018-11-23 20:59:18.796",20,23,47,11,2018,4
301,"2018-11-23 21:02:33.796",21,23,47,11,2018,4
302,"2018-11-23 21:04:22.796",21,23,47,11,2018,4
303,"2018-11-23 21:06:07.796",21,23,47,11,2018,4
304,"2018-11-23 21:10:42.796",21,23,47,11,2018,4
305,"2018-11-23 21:13:56.796",21,23,47,11,2018,4
306,"2018-11-23 21:21:12.796",21,23,47,11,2018,4
307,"2018-11-23 21:25:15.796",21,23,47,11,2018,4
308,"2018-11-23 21:28:21.796",21,23,47,11,2018,4
309,"2018-11-23 21:37:30.796",21,23,47,11,2018,4
310,"2018-11-23 21:39:49.796",21,23,47,11,2018,4
311,"2018-11-23 21:42:09.796",21,23,47,11,2018,4
312,"2018-11-23 23:08:48.796",23,23,47,11,2018,4
313,"2018-11-18 02:33:21.796",2,18,46,11,2018,6
314,"2018-11-18 03:22:04.796",3,18,46,11,2018,6
315,"2018-11-18 09:39:04.796",9,18,46,11,2018,6
316,"2018-11-18 10:18:11.796",10,18,46,11,2018,6
317,"2018-11-18 13:16:01.796",13,18,46,11,2018,6
318,"2018-11-18 13:20:46.796",13,18,46,11,2018,6
319,"2018-11-18 13:23:41.796",13,18,46,11,2018,6
320,"2018-11-18 13:28:19.796",13,18,46,11,2018,6
321,"2018-11-18 13:33:14.796",13,18,46,11,2018,6
322,"2018-11-18 13:36:20.796",13,18,46,11,2018,6
323,"2018-11-18 13:39:14.796",13,18,46,11,2018,6
324,"2018-11-18 13:43:55.796",13,18,46,11,2018,6
325,"2018-11-18 13:44:09.796",13,18,46,11,2018,6
326,"2018-11-18 13:46:41.796",13,18,46,11,2018,6
327,"2018-11-18 13:47:31.796",13,18,46,11,2018,6
328,"2018-11-18 13:50:12.796",13,18,46,11,2018,6
329,"2018-11-18 13:51:36.796",13,18,46,11,2018,6
330,"2018-11-18 13:55:23.796",13,18,46,11,2018,6
331,"2018-11-18 13:59:46.796",13,18,46,11,2018,6
332,"2018-11-18 14:00:21.796",14,18,46,11,2018,6
333,"2018-11-18 14:04:18.796",14,18,46,11,2018,6
334,"2018-11-18 14:08:39.796",14,18,46,11,2018,6
335,"2018-11-18 14:11:57.796",14,18,46,11,2018,6
336,"2018-11-18 14:15:22.796",14,18,46,11,2018,6
337,"2018-11-18 14:20:01.796",14,18,46,11,2018,6
338,"2018-11-18 14:22:27.796",14,18,46,11,2018,6
339,"2018-11-18 14:27:25.796",14,18,46,11,2018,6
340,"2018-11-18 14:31:53.796",14,18,46,11,2018,6
341,"2018-11-18 14:35:01.796",14,18,46,11,2018,6
342,"2018-11-18 14:37:33.796",14,18,46,11,2018,6
343,"2018-11-18 14:44:53.796",14,18,46,11,2018,6
344,"2018-11-18 14:46:09.796",14,18,46,11,2018,6
345,"2018-11-18 14:48:49.796",14,18,46,11,2018,6
346,"2018-11-18 14:49:03.796",14,18,46,11,2018,6
347,"2018-11-18 14:53:26.796",14,18,46,11,2018,6
348,"2018-11-18 14:55:03.796",14,18,46,11,2018,6
349,"2018-11-18 14:59:38.796",14,18,46,11,2018,6
350,"2018-11-18 15:01:32.796",15,18,46,11,2018,6
351,"2018-11-18 15:02:16.796",15,18,46,11,2018,6
352,"2018-11-18 15:04:19.796",15,18,46,11,2018,6
353,"2018-11-18 15:08:03.796",15,18,46,11,2018,6
354,"2018-11-18 15:12:45.796",15,18,46,11,2018,6
355,"2018-11-18 15:14:52.796",15,18,46,11,2018,6
356,"2018-11-18 15:19:16.796",15,18,46,11,2018,6
357,"2018-11-18 15:24:54.796",15,18,46,11,2018,6
358,"2018-11-18 15:27:31.796",15,18,46,11,2018,6
359,"2018-11-18 15:31:09.796",15,18,46,11,2018,6
360,"2018-11-18 15:35:20.796",15,18,46,11,2018,6
361,"2018-11-18 15:38:25.796",15,18,46,11,2018,6
362,"2018-11-18 15:42:31.796",15,18,46,11,2018,6
363,"2018-11-18 15:45:13.796",15,18,46,11,2018,6
364,"2018-11-18 15:48:28.796",15,18,46,11,2018,6
365,"2018-11-18 15:52:49.796",15,18,46,11,2018,6
366,"2018-11-18 15:56:27.796",15,18,46,11,2018,6
367,"2018-11-18 16:00:06.796",16,18,46,11,2018,6
368,"2018-11-18 16:04:11.796",16,18,46,11,2018,6
369,"2018-11-18 16:07:34.796",16,18,46,11,2018,6
370,"2018-11-18 16:11:11.796",16,18,46,11,2018,6
371,"2018-11-18 16:14:34.796",16,18,46,11,2018,6
372,"2018-11-18 16:20:34.796",16,18,46,11,2018,6
373,"2018-11-18 16:23:51.796",16,18,46,11,2018,6
374,"2018-11-18 16:27:50.796",16,18,46,11,2018,6
375,"2018-11-18 16:32:24.796",16,18,46,11,2018,6
376,"2018-11-18 16:36:11.796",16,18,46,11,2018,6
377,"2018-11-18 16:37:36.796",16,18,46,11,2018,6
378,"2018-11-18 16:39:34.796",16,18,46,11,2018,6
379,"2018-11-18 16:50:29.796",16,18,46,11,2018,6
380,"2018-11-18 16:53:55.796",16,18,46,11,2018,6
381,"2018-11-18 16:56:50.796",16,18,46,11,2018,6
382,"2018-11-18 17:00:41.796",17,18,46,11,2018,6
383,"2018-11-18 17:04:48.796",17,18,46,11,2018,6
384,"2018-11-18 17:12:16.796",17,18,46,11,2018,6
385,"2018-11-18 17:17:04.796",17,18,46,11,2018,6
386,"2018-11-18 17:21:32.796",17,18,46,11,2018,6
387,"2018-11-18 17:26:16.796",17,18,46,11,2018,6
388,"2018-11-18 17:30:24.796",17,18,46,11,2018,6
389,"2018-11-18 17:34:08.796",17,18,46,11,2018,6
390,"2018-11-18 17:37:08.796",17,18,46,11,2018,6
391,"2018-11-18 17:40:07.796",17,18,46,11,2018,6
392,"2018-11-18 17:44:01.796",17,18,46,11,2018,6
393,"2018-11-18 17:46:19.796",17,18,46,11,2018,6
394,"2018-11-18 17:50:44.796",17,18,46,11,2018,6
395,"2018-11-18 17:55:03.796",17,18,46,11,2018,6
396,"2018-11-18 17:57:05.796",17,18,46,11,2018,6
397,"2018-11-18 18:00:34.796",18,18,46,11,2018,6
398,"2018-11-18 18:03:19.796",18,18,46,11,2018,6
399,"2018-11-18 18:13:25.796",18,18,46,11,2018,6
400,"2018-11-18 18:17:34.796",18,18,46,11,2018,6
401,"2018-11-18 18:21:05.796",18,18,46,11,2018,6
402,"2018-11-18 18:24:34.796",18,18,46,11,2018,6
403,"2018-11-18 18:28:22.796",18,18,46,11,2018,6
404,"2018-11-18 18:30:41.796",18,18,46,11,2018,6
405,"2018-11-18 18:34:50.796",18,18,46,11,2018,6
406,"2018-11-18 18:37:12.796",18,18,46,11,2018,6
407,"2018-11-18 18:40:25.796",18,18,46,11,2018,6
408,"2018-11-18 18:44:19.796",18,18,46,11,2018,6
409,"2018-11-18 18:47:45.796",18,18,46,11,2018,6
410,"2018-11-18 18:50:23.796",18,18,46,11,2018,6
411,"2018-11-18 18:55:31.796",18,18,46,11,2018,6
412,"2018-11-18 19:01:09.796",19,18,46,11,2018,6
413,"2018-11-18 19:08:52.796",19,18,46,11,2018,6
414,"2018-11-18 19:14:14.796",19,18,46,11,2018,6
415,"2018-11-18 19:18:00.796",19,18,46,11,2018,6
416,"2018-11-18 19:20:15.796",19,18,46,11,2018,6
417,"2018-11-18 19:23:53.796",19,18,46,11,2018,6
418,"2018-11-18 19:24:51.796",19,18,46,11,2018,6
419,"2018-11-18 19:26:06.796",19,18,46,11,2018,6
420,"2018-11-18 19:29:36.796",19,18,46,11,2018,6
421,"2018-11-18 19:32:58.796",19,18,46,11,2018,6
422,"2018-11-18 19:37:22.796",19,18,46,11,2018,6
423,"2018-11-18 19:40:16.796",19,18,46,11,2018,6
424,"2018-11-18 19:43:41.796",19,18,46,11,2018,6
425,"2018-11-18 19:47:51.796",19,18,46,11,2018,6
426,"2018-11-18 19:52:39.796",19,18,46,11,2018,6
427,"2018-11-18 19:55:50.796",19,18,46,11,2018,6
428,"2018-11-18 19:59:03.796",19,18,46,11,2018,6
429,"2018-11-18 20:01:21.796",20,18,46,11,2018,6
430,"2018-11-18 20:05:37.796",20,18,46,11,2018,6
431,"2018-11-18 20:07:28.796",20,18,46,11,2018,6
432,"2018-11-18 20:09:20.796",20,18,46,11,2018,6
433,"2018-11-18 20:13:13.796",20,18,46,11,2018,6
434,"2018-11-18 20:17:20.796",20,18,46,11,2018,6
435,"2018-11-18 20:23:17.796",20,18,46,11,2018,6
436,"2018-11-18 20:28:47.796",20,18,46,11,2018,6
437,"2018-11-18 20:31:46.796",20,18,46,11,2018,6
438,"2018-11-18 20:33:59.796",20,18,46,11,2018,6
439,"2018-11-18 20:37:36.796",20,18,46,11,2018,6
440,"2018-11-18 20:40:19.796",20,18,46,11,2018,6
441,"2018-11-18 20:43:30.796",20,18,46,11,2018,6
442,"2018-11-18 20:48:21.796",20,18,46,11,2018,6
443,"2018-11-18 20:51:21.796",20,18,46,11,2018,6
444,"2018-11-18 20:52:45.796",20,18,46,11,2018,6
445,"2018-11-18 20:54:47.796",20,18,46,11,2018,6
446,"2018-11-18 20:58:00.796",20,18,46,11,2018,6
447,"2018-11-18 20:59:03.796",20,18,46,11,2018,6
448,"2018-11-18 21:00:36.796",21,18,46,11,2018,6
449,"2018-11-18 21:01:35.796",21,18,46,11,2018,6
450,"2018-11-18 23:02:44.796",23,18,46,11,2018,6
