num_songs,artist_id,artist_latitude,artist_longitude,artist_location,artist_name,song_id,title,duration,year
1,ARMYCBG124549A49AC,,,,Branford Marsalis Quartet;Terence Blanchard,SOEEMJJ12A8C133D41,Again Never,234.762,
1,ARDMBVC1187B98ED2A,,,"Nashville, TN",LITTLE TEXAS,SONMIVJ12A58A76E0B,My Love (Album Version),246.09914,
1,AR6G4V01187B9AD086,,,,Queens Of The Stone Age,SOKLLOH12A67020F2C,I Never Came,288.41751,2005
1,AR1EZLD1187B98C74B,,,,Biquini Cavadão,SOZXKRQ12A8C142827,Domingo,258.53342,1986
1,ARILUEI1187B98DB61,,,"Athens, GA",Widespread Panic,SOHHGNB12A58A7C9C4,Climb To Safety,280.65914,1999
1,ARAPAHR1187B9909ED,35.309139999999999,-98.521019999999993,Oklahoma,Still Breathing,SOWUBGP12A58A7C636,Trusted Crown,158.85016,
1,AR6RBMW1187FB5B5F3,,,,Fous De La Mer,SOMKEBS12AB0181FB0,Tu Mirada,289.12281,2004
1,ARH7SJ01187B98DB6D,38.899099999999997,-77.028999999999996,"Washington, DC",Frodus,SOGUMJN12AB01826E6,Cha-Chi (English Version - Bonus Track),122.20036,
1,ARJNIUY12298900C91,,,,Adelitas Way,SOBLFFE12AF72AA5BA,Scream,213.9424,2009
1,ARSVTNL1187B992A91,51.506320000000002,-0.12714,"London, England",Jonathan King,SOEKAZG12AB018837E,I'll Slap Your Face (Entertainment USA Theme),129.85424,2001
1,ARXR32B1187FB57099,,,,Gob,SOFSOCN12A8C143F5D,Face the Ashes,209.60608,2007
1,ARZ5H0P1187B98A1DD,33.766719999999999,-118.19240000000001,"Long Beach, CA",Snoop Dogg,SOAPERH12A58A787DC,The One And Only (Edited),230.42567,
1,AR1KTV21187B9ACD72,34.053489999999996,-118.24532000000001,California - LA,Cristina,SOSMJFC12A8C13DE0C,Is That All There Is?,343.87546,
1,AR5LMPY1187FB573FE,41.884149999999998,-87.632409999999993,"Chicago, IL",Chaka Khan_ Rufus,SOABWAP12A8C13F82A,Take Time,258.89914,1978
1,ARC43071187B990240,,,"Wisner, LA",Wayne Watson,SOKEJEJ12A8C13E0D0,The Urgency (LP Version),245.21098,
1,ARV6GHH1187B9AED0D,62.198450000000001,17.55142,SWEDEN,Sofia Talvik,SOBXHCE12AB018B6AC,Arms and Armour,249.41669,2008
1,ARD8E0V1187FB5C3DB,40.714550000000003,-74.00712,"New York, NY",Poe,SOSRVUJ12AB018731E,Walk the Walk,290.16771,2000
1,ARD842G1187B997376,43.648560000000003,-79.385329999999996,"Toronto, Ontario, Canada",Blue Rodeo,SOHUOAP12A8AE488E9,Floating,491.12771,1987
1,AR5AA4Q1187FB4CFBD,,,,Alisha's Attic,SOPOQFU12A6D4F8C5F,Sex Is On Everyone's Tongue,198.55628,2001
1,AR35RMH1187FB4A865,-22.97673,-43.195079999999997,Rio de Janeiro,Eumir Deodato,SOHZIGH12A6D4F8D14,A Grande Cacada,111.28118,
1,AR9FZZ71187FB4CE11,,,,Thomas Dutronc,SOFHCKF12A8C13C0BC,China Boy,171.15383,2007
1,AR5KOSW1187FB35FF4,49.803879999999999,15.474909999999999,Dubai UAE,Elena,SOZCTXZ12AB0182364,Setanta matins,269.58322,
1,ARFVYJI1187B9B8E13,47.603560000000002,-122.32944000000001,"Seattle, WA",Pearl Jam,SOAOJYY12A58A7B2F9,Not For You,352.88771,1994
1,ARGS47D1187FB40225,,,"London, England",Peter And Gordon,SODIWID12A6D4F803A,Lucille (1999 Digital Remaster) (Stereo),127.97342,
1,ARL26PR1187FB576E5,,,"Glasgow, Scotland",Camera Obscura,SOLRWTN12AC90719FF,Double Feature,350.32771,
1,ARKUI581187B9A6856,53.479599999999998,-2.2488100000000002,"Manchester, England",Herman's Hermits,SOMZZON12A6701D3B9,My Lady (2003 Digital Remaster),162.40281,1997
1,ARNV5OQ1187FB531D5,,,,Bandabardò,SOBBHII12AB0184B2C,La mauvaise réputation,138.57914,2008
1,ARNQAVF11F4C844C04,,,,Despina Vandi,SOVXMTN12A8C135A18,OUTE ENA EFHARISTO,303.09832,
1,ARK5KOV1187FB38967,,,,The Mob,SOHJCEN12A8C142B93,I Hear You Laughing ('Ching' 1981 Cassette),294.76526,
1,ARWYVP51187B98C516,42.331679999999999,-83.047920000000005,"Detroit, MI",The Suicide Machines,SONYRZV12AB018AF70,Burning In The Aftermath,95.68608,2003
1,AR1WWVL1187B9B0306,,,"Birmingham, England",UB40,SOZODBG12A6701C5D1,Reasons (Radio Remix),207.3073,
1,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,SOTUNMH12A6D4FA3E6,Nashville Parthenon,175.72526,2006
1,AR7X9TB1187FB4DAD4,35.785769999999999,-80.888919999999999,North Carolina,Jim Lauderdale,SOXEEXB12A6D4F9B23,Trashcan tomcat,205.63546,2004
1,AROEL1B1187B988B90,,,"South Jamaica, Queens",Lost Boyz,SOFHBAR12A6701D0FE,Certain Things We Do,269.7922,1997
1,ARUWLCL1187FB549B8,,,,Yamandu Costa,SOFGHAM12AB0186412,Mafuá,190.04036,
1,ARXDGV71187B990B08,34.359189999999998,-90.275850000000005,"Darling, MS",Super Chikan,SOXQUAN12A8C14237B,Big Boy Now,212.74077,2000
1,ARPL482119B340389B,,,,Tahiti Boy & The Palmtree Family,SOTMVPV12A3F1EB94D,That Song,345.7824,2008
1,AR7RUDQ1187B98C147,,,,Alabama Thunderpussy,SOBKPPQ12A58A78407,Hunting By Echo,274.49424,2001
1,AR1JRJ61187B9B3F37,,,"Berlin, Germany",Hardfloor,SOOQFOY12AB018A713,Don?t Trust Chief Wiggum,437.60281,
1,ARF2EHS1187B994F4E,36.16778,-86.778360000000006,"Nashville, Tennessee",Kings Of Leon,SOLGHDZ12AB0183B11,Wicker Chair,187.92444,2003
1,ARYL56G11C8A41634E,,,,Mick Flannery,SOVSKKG12A81C21A77,Grace's Waltz,153.93914,
1,ARWDPT81187B99C656,50.828209999999999,-0.13449,"Brighton, United Kingdom",The Kooks,SOTEMHH12A8C1389A7,One Last Time,156.42077,2008
1,AREFNKX1187B991576,40.714550000000003,-74.00712,NY - New York City,Dan Zanes,SOZPZUI12A8C133200,The Colorado Trail,72.9073,
1,ARRC2JF1187B9B6A93,-24.9162,133.39311000000001,AUSTRALIA,Bruce Rowland,SOIJXXM12A8C1416D6,Rosemary Recalls,84.03546,1985
1,AR1ILHX1187FB53892,,,,Magtens Korridorer,SOUADMQ12AB017D009,Lørdag Formiddag,219.76771,2005
1,AROVU6Z1187B9AE74E,,,,The Corrs,SOCHGUG12A58A7E184,Love Gives Love Takes ( LP Version ),222.17098,1997
1,ARGQJWL1187FB3CE9E,,,,La Polla Records,SOXLGTI12A8C13C08B,Cara Al Culo,82.99057,1985
1,AR4503S1187FB43199,,,,Danity Kane,SOZCRVP12A81C21F40,Welcome To The Dollhouse [Featuring P. Diddy] (Album Version),46.94159,2008
1,AR720WN1187B99712F,,,,Waltari,SODGQFY12A8C140A0B,Icebox,290.37669,1993
1,ARB8Q2P1187FB4D05D,34.053489999999996,-118.24532000000001,"Los Angeles, CA",Roy Ayers,SOOVJEF12A67ADE8D7,Long Time Ago,557.45261,
1,AR1F6T91187FB4D5FE,53.743189999999998,-0.34592000000000001,"Hull, England",Baby Mammoth,SOJJLFV12A8C146ACC,Tolstoy,237.50485,1997
1,AR9AM2N1187B9AD2F1,53.479599999999998,-2.2488100000000002,"Manchester, England",Inspiral Carpets,SODDZAD12A6701DC4C,Commercial Reign,283.76771,1990
1,AROYS8V1187FB53D56,,,,Eskimo,SORXUCZ12AB018DFED,Escape the U.K.,447.11138,
1,AR3GZLR1187FB3D817,,,,Biffy Clyro,SOQEYZY12A58A77AF2,Folding Stars,255.16363,2007
1,AR16XZ11187B9A97F0,,,,Blue Mountain,SOWCBND12A58A7C113,Judgement Day,265.63873,
1,ARB57BN1187B9B5EAF,61.217559999999999,-149.85776000000001,"Anchorage, AK",36 Crazyfists,SOEZUUJ12A8AE471BC,Turns to Ashes (Album Version),198.05995,2002
1,AR7H9U01187FB390F5,,,"New Orleans, LA",Terence Blanchard,SOBJLBQ12A8C13F883,Funeral Dirge,350.95465,2007
1,ARRQHXY11F4C83E430,,,,Raheem Jamal,SOHKWBB12AB01874A3,Goodvibe,221.1522,
1,ARYSPXP1187FB3A4DC,,,,Lady Sovereign,SOLEHRX12AB0181384,Bang Bang,200.51546,2009
1,AR9ODB41187FB459B2,,,"SPRINGFIELD, Virginia",Organized Konfusion,SOFXNQP12AB0184F1A,Hate,198.3473,1997
1,ARRSKPM1187B9AD536,,,,Perturbazione,SOAIEIX12A6D4F9014,Spalle Strette,229.27628,2005
1,ARNUU2R1187B9A316C,62.198450000000001,17.55142,"�gelholm, Sweden",Sounds Like Violence,SOJIUNI12A6D4FCA34,The Greatest,266.4224,2007
1,ARMHQZE1187B99A822,39.927500000000002,-75.030550000000005,"Cherry Hill, New Jersey",Toby Lightman,SOUUYPM12A81C20F0D,One Day,205.08689,2008
1,ARVEJ9M1187FB4DC44,,,,Les Ogres De Barback,SOBQBWP12AB018611B,Niev nietch nievitch,254.06649,1999
1,ARWAJKN1187FB362A1,34.053489999999996,-118.24532000000001,"Los Angeles, CA",Nate Dogg feat. Daz Dillinger,SOHDKYC12A8C131C33,These Days,303.35955,2001
1,ARCBRSD11C8A42B798,,,,A3Bandas,SOLFPLO12AB0189A69,Levanta,200.93342,2008
1,ARQOC971187B9910FA,42.733829999999998,-84.593339999999998,"Lansing, MI",The Verve Pipe,SOOGNJP12A8C1381AD,Medicate Myself,292.8322,2001
1,ARM7I0R1187B996579,,,,Mellow Mark,SOUDIVN12AB01861E7,Movement,220.31628,
1,AR4BILX1187B989036,,,,Kinky Movement,SOXUMIO12AB01817EB,Push Dis,379.34975,
1,AR98ZYM1187B9B78CD,,,,The Tear Garden,SOGGRXI12AC907140D,Hyperform,312.92036,1992
1,ARI0PUX1187FB3F215,54.313920000000003,-2.2321800000000001,Great Britain / UK,Maxi Priest,SORWXUP12A58A79E65,Groovin' In The Midnight,301.81832,1991
1,AR6XPWV1187B9ADAEB,,,"Seattle, WA",Foo Fighters,SODOLVO12B0B80B2F4,Hell,117.002,2005
1,ARVW3Q51187FB4CC6F,41.884149999999998,-87.632409999999993,"Chicago, IL",Screeching Weasel,SOKEALI12A8C13F6A2,Nothing Matters,90.80118,2000
1,AR2DUAO1187B99DDA4,,,,FC Kahuna,SOENQZW12AB017CB92,Growler,422.13832,2002
1,AR7BMMV1187FB5B2D7,39.150930000000002,-123.2079,"Ukiah, CA",Robben Ford,SOOSYMY12AB01888CD,I Got Over It (Album Version),203.98975,1988
1,AR9Q3H11187FB57D9E,41.938249999999996,-93.389889999999994,Iowa,Freestyle,SOMPTFC12A8AE469C3,The Party Has Begun,393.11628,1994
1,ARFFDZU1187FB50682,40.714550000000003,-74.00712,"New York, NY",Alan Silvestri,SOUQMBL12A8C133A99,Romancing The Stone End Credits,320.26077,
1,ARTMSN91187FB3A3B7,,,,Annihilator,SODFYNJ12A8C1453B1,Sexecution,274.57261,1996
1,AR4HOIS1187B9B0C00,40.994709999999998,-77.60454,Pennsylvania,Echolyn,SOWTIGA12AB0188F63,The Cheese Stands Alone,298.1873,1995
1,ARPSOOQ1187B993508,,,Stockholm,Bloodbath,SONJPRU12AF72A5963,Outnumbering The Day,195.97016,
1,ARHXX4T1187FB5ABF7,40.143230000000003,-74.726709999999997,Liverpool,JJ,SOETKHE12AF72A3B94,Girl Sugar Plum,242.52036,
1,ARJDMBO1187B9AD118,,,,Johnny Osbourne,SOCVDYI12AC4687DDB,Lend Me Your Chopper,215.30077,2004
1,ARUPWVD1187FB4DA36,,,,Badly Drawn Boy,SODGPPX12A8C133C55,Tickets To What You Need,168.30649,2002
1,ARW63XP1187FB5AB99,,,"Glasgow, Scotland",Primal Scream,SOEAKIB12A8AE48D12,Pills,256.1824,2000
1,ARMQHX71187B9890D3,,,"Atlanta, GA",Mastodon,SOHHANU12A58A77C66,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),654.28853,2009
1,ARJAR3411C8A4162B3,,,,Saeed Younan,SOSSGWI12A8C143551,Yeah Ha,567.30077,
1,ARB9UTT1187B9B6D72,,,,Stereophonic Space Sound Unlimited,SOMGHIZ12A58A7D35B,Harlem Nightdrive,150.64771,
1,ARJEAL11187B9A876B,,,"Mandeville, Jamaica",Jacob Miller,SOKGMDH12AB0181F8A,Mixed Up Moods,326.81751,1999
1,AR1GYND1187B9A9CD3,38.437730000000002,-122.71241999999999,"Santa Rosa, California",Diesel Boy,SOLBIIE12AB0184DFC,Cooler Than You,124.15955,1998
1,AR6OL631187FB49241,,,California - LA,Colby O'Donis,SOGSCWO12AB0182A60,Tell Me This,233.35138,2008
1,AR7BWSW1187B9ACAA7,,,,Mano Negra,SORNRVV12A58A79B1F,Bring The Fire,209.26649,1991
1,ARBX85X1187FB41C4E,,,,Acid Reign,SOFGJXB12AB018422A,How Many?,217.75628,
1,ARG17O11187FB4A8DA,,,,La Troba Kung-Fú,SOAFLZM12A8C132A2D,Rock Rumberu,292.17914,2006
1,ARDI3SN1187B996E7B,39.557920000000003,-7.8448099999999998,Portugal,GNR,SOVGDOA12A6D4F96A8,Toxicidade,341.05424,1992
1,ARGTUWC1187B9904A0,,,,Susana Seivane,SOHXKAN12AC46872F1,Para Milladoiro,350.71955,2010
1,ARXRKEA11F50C4AE9E,,,,Genki Rockets,SOAFUVR12AB01800F9,Star Surfer,273.55383,
1,AR2F1JC1187FB4EFB0,,,,Luna,SOPQFUC12A8C1445BB,Sleeping Pill (Album Version),352.26077,
1,AR7C9271187FB39BF8,,,"Wellsville, KS",Chely Wright,SOWBQRV12A6D4FCC8F,I Got Him Ready For You,199.52281,2005
1,ARRU15I1187B9A2E35,,,Sony Music,Lorie,SOFJZTV12A8AE48893,Ensorcelée,234.9971,2004
1,ARLE5971187FB38C21,35.004759999999997,135.70742999999999,"Umeå, Sweden",Cult Of Luna,SOPLHPH12AB0184B14,Further,683.72853,2003
1,ARHNH661187B9B33EE,-24.9162,133.39311000000001,AU,Ralph Fridge,SOEZSJM12A8C1337E1,Man on Mars (Trance Mix),463.56853,2003
1,ARMAYDT1241B9CCCBC,,,,Fito Olivares,SOMWHOM12A8C1361DC,La Pulguera,156.99546,
1,ARUBN8J1187B9AC085,52.08399,4.3174099999999997,"The Hague, Netherlands",Nox,SODZVLP12AB018D642,Meg Egy Perc,250.98404,
1,ARZPYZ11187FB4938A,,,,MC Esoteric,SOJYWLL12AB018A7AD,Waxing on Decepticon,119.53587,
1,ARC4UI41187B9AE40A,,,,Republic,SOQSDYZ12A8C1366CC,Lesz-e még_ aki trombitál?,187.68934,
1,AR8368J1187FB4CFF3,35.149679999999996,-90.048919999999995,"Memphis, TN",Chris Bell,SONKSNV12A58A7F654,Speed Of Sound,315.01016,1992
1,ARR1JFI1187B9B9C38,,,,La Tropa F,SOHRKCW12A6D4F9A17,Eso Si Nunca Podras,198.84363,
1,AR2XWG21187FB40648,,,,Shafiq Husayn,SOPVFQJ12AB018BC96,Evil Man,160.78322,2009
1,ARF3GX71187FB3EB66,,,"Medicine Lodge, KS",Martina McBride,SOGQTRZ12A8C13C8B0,I Can't Stop Loving You,261.95546,2005
1,ARP4O0W1187FB5A06B,,,,De Dannan,SOOBEML12A8C138C91,Johnny Leary's Polka_ O'Keefe's Polka_ Johnny I do Miss You,197.642,
1,ARR9XGB1187B9912E6,,,"Philadelphia, PA",Boyz II Men,SOFRAZJ12A8C143CDB,On Bended Knee,329.27302,1994
1,ARDQ9U01187B9AA23B,24.554390000000001,-81.800449999999998,"Key West, FL",Fats Navarro,SOVDMBA12A6D4F683D,The Squirrel (Alternate Take),201.82159,
1,AR5WJXR1187B9A0917,51.506320000000002,-0.12714,"London, England",Orson,SODHXFY12A8C13418A,The Contortionist,244.34893,2007
1,ARIXKGR1187B99A565,40.190330000000003,-82.669470000000004,"Cincinnatti, OH",Nadanuf,SOLCRQP12A8C13CE2B,The Breaks (Album Version),246.38649,1997
1,ARV1P811187FB3CFC6,,,,Jupiter Rising,SOGMXBW12A6D4FB8D7,They Say (Album),193.4624,2007
1,AR1FMBJ1187B992A46,,,,Melotron,SOFACJY12AB01897BE,Menschenfresser,295.07873,2005
1,AR60ODO1187FB4D9AB,40.572499999999998,-74.153999999999996,"Staten Island, NY",Joan Baez,SOBMCII12AB017CE19,In The Pines,211.3824,1982
1,ARMTTNS1187FB39C92,,,,Saratoga,SOQPIFV12AB017C713,Semillas de odio,573.04771,
1,ARNB3QC1187FB5837F,,,,Dru Down,SOLFXML12AB0180561,Rock It Don't Stop It,230.63465,
1,ARYO9BU1187B9ADA88,,,,Porcupine Tree,SOJEVZW12A8C133988,Waiting,416.80934,1997
1,AR73AIO1187B9AD57B,37.779159999999997,-122.42005,"San Francisco, CA",Western Addiction,SOQPWCR12A6D4FB2A3,A Poor Recipe For Civic Cohesion,118.07302,2005
1,ARC1IHZ1187FB4E920,,,,Jamie Cullum,SOXZYWX12A6310ED0C,It's About Time,246.9873,
1,ARGE7G11187FB37E05,,,"Brooklyn, NY",Cyndi Lauper,SONRWUU12AF72A4283,Into The Nightlife,240.63955,2008
1,ARBZIN01187FB362CC,1.32026,103.78870999999999,27,Paris Hilton,SOERIDA12A6D4F8506,I Want You (Album Version),192.28689,2006
1,ARTC1LV1187B9A4858,51.453600000000002,-0.018020000000000001,"Goldsmith's College, Lewisham, Lo",The Bonzo Dog Band,SOAFBCP12A8C13CC7D,King Of Scurf (2007 Digital Remaster),301.40036,1972
1,ARA23XO1187B9AF18F,40.578850000000003,-74.219560000000001,"Carteret, New Jersey",The Smithereens,SOKTJDS12AF72A25E5,Drown In My Own Tears (24-Bit Digitally Remastered 04),192.522,
1,ARL7K851187B99ACD2,,,,Andy Andy,SOMUYGI12AB0188633,La Culpa,226.35057,
1,ARKIQCZ1187B9A7C7C,52.239739999999998,-0.88575999999999999,"Northampton, Northamptonshire, En",Bauhaus,SOSIJKW12A8C1330E3,A God In An Alcove (Session Version),248.65914,
1,AR2L9A61187B9ADDBC,52.516069999999999,13.37698,"Berlin, Germany",Tangerine Dream,SOKPKMV12A8C14125E,Catwalk (Black Ink Mix),492.30322,1995
1,ARIG6O41187B988BDD,37.167929999999998,-95.845020000000005,United States,Richard Souther,SOUQQEA12A8C134B1B,High Tide,228.5971,
1,ARO81SS1187B996629,,,,Nando Reis,SOJREJG12AB0180438,Monóico,259.16036,
1,ARQVORN11F50C4EFEC,,,,Bedlight For Blue Eyes,SOMFRKT12A8C146C67,Without You,165.38077,
1,ARPIKA31187FB4C233,40.714550000000003,-74.00712,New York,The Action,SOPVNTL12AB01854F9,Brain,180.32281,
1,ARPLTRF11E8F5C15C5,,,United States,Lost Immigrants,SOWCWAD12AB017FD51,Memories & Rust,222.82404,
1,ARNUJQM1187FB3EE72,,,"Bergen County, NJ",Number Twelve Looks Like You,SOBIODA12A8C13CDAD,Cradle the Crater,258.29832,2007
1,AR7WK5411A348EF5EA,48.856920000000002,2.3412099999999998,PARIS - NANTES,Minitel Rose,SOTCOTZ12A8C136BCB,Elevator,248.31955,2008
1,AR1Y2PT1187FB5B9CE,27.940169999999998,-82.325469999999996,Brandon,John Wesley,SOLLHMX12AB01846DC,The Emperor Falls,484.62322,
1,ARIRBKB1187FB56CD0,,,,Saul Williams,SOMUUNK12AB0183AEE,Seaweed,218.95791,2004
1,AR4E4121187FB51F4E,,,Los Angeles,A Fine Frenzy,SOBBGQK12AB0183F1E,The Beacon,201.87383,2009
1,AR0IT221187B999C4D,50.501010000000001,4.4768400000000002,BELGIUM,The Weathermen,SOFJPHQ12A6D4FBA32,Let Them Come To Berlin,246.17751,
1,AR7EXXM1187B995510,40.714550000000003,-74.00712,"New York, New York",BLESTeNATION,SORBTXD12AB018D2D2,They're Coming For You,193.07057,
1,ARFCUN31187B9AD578,51.506320000000002,-0.12714,"London, England",The Rolling Stones,SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),271.49016,
1,ARQAQWE1187FB49906,,,,Arrah and the Ferns,SOAHSWE12A8C1408B6,Bernadette,185.0771,2006
1,ARNX8SX1187B99DAF1,,,,Rotten Sound,SOGYCJO12A58A79636,Trust,235.10159,2008
1,AR6GME21187FB58F39,,,"LAKE WORTH, Florida",Antoine Clamaran,SOUXJJP12AB0181239,Get Down,441.88689,2008
1,AR6468X1187FB5AA0C,,,,Micky Modelle,SOFXNXU12AB018A46E,Always On My Mind,280.94649,
1,ARLL5W71187FB37991,,,,Klovner I Kamp,SOWQZRU12AB018A72F,Vekk Meg,214.20363,2005
1,AR8JO2B1187B98EBB6,,,"New York City, NY, USA",Leftöver Crack,SORLTAN12AF72ABBFA,Life Causes Cancer,161.33179,2007
1,AR2J2WF1187FB46271,54.483029999999999,-3.53444,"Egremont, Cumbria, England",Francis Dunnery,SOYQOFI12A6D4F76E1,Too Much Saturn,300.79955,1995
1,AR9F8TH1187B9B5A83,34.053489999999996,-118.24532000000001,"Los Angeles, CA",Love,SOICFBC12A6D4FAB31,The Castle  (LP Version),180.71465,
1,AR5R1EG1187FB3E94F,46.353160000000003,-94.200689999999994,"Brainerd, MN",Linda Eder,SORLOYR12AB0188AAC,On The Street Where You Live (album version),205.11302,2003
1,AR5WU281187FB49C5F,18.115259999999999,-77.273480000000006,Jamaica,Johnny Clarke,SOCQVUK12A8C1441B8,Enter Into His Gates With Praise,170.39628,1975
1,ARR6LWJ1187FB44C8B,,,"Athens, GA",R.E.M.,SOLJCCO12A6701F987,Fall On Me (Live),203.12771,1995
1,ARTEOIV11C8A417A4E,,,,Mala Reputación,SOZZZES12AB018466B,Las 2:00,181.2371,
1,AREFFQF1187FB3F845,,,"New York, NY",The Hold Steady,SOKGRUO12A67ADBA54,Don't Let Me Explode,141.68771,2005
1,ARKUAXS11F4C841DEB,38.899099999999997,-77.028999999999996,Washington DC,Jazz Addixx,SOLJVMI12AB018ABF0,Say Jazzy,266.52689,2007
1,ARNIFX51187FB418EA,,,,Xcultures,SOHMMMC12AB0181C42,Sudanese Dance,273.52771,2000
1,ARY0RQP1187FB48B93,,,,Mickey 3D,SOHOXLZ12A6D4F8FC0,Les Gens Raisonnables,207.12444,2003
