start_time,user_id,level,song_id,artist_id,session_id,location,user_agent
2018-11-08T06:36:13.796-02:00,83,free,"","",258,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T06:38:10.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T06:40:39.796-02:00,83,free,"","",258,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T06:46:24.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T06:50:49.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T06:54:18.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T06:57:13.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:00:55.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:07:09.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:11:24.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:15:31.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:19:40.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:23:08.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:26:33.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:29:02.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:32:10.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:35:50.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:40:10.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T07:45:43.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:00:59.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:07:12.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:11:07.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:16:14.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:20:49.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:25:10.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:28:27.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:32:59.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:34:31.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T08:39:15.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:40:23.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T08:44:05.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T08:46:47.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:50:45.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:51:11.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T08:54:06.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:55:56.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T08:57:16.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T08:58:42.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:00:39.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T09:02:55.796-02:00,80,paid,"","",342,"Portland-South Portland, ME","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T09:04:32.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:07:43.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:11:29.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:15:51.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:26:46.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:31:36.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:34:35.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:37:30.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:43:04.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:48:03.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:51:06.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T09:54:33.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:00:00.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:03:08.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:03:58.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:07:34.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:07:44.796-02:00,69,free,"","",264,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\""
2018-11-08T10:10:39.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:11:19.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:11:58.796-02:00,69,free,"","",264,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\""
2018-11-08T10:13:16.796-02:00,9,free,"","",335,"Eureka-Arcata-Fortuna, CA",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
2018-11-08T10:15:07.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:16:08.796-02:00,69,free,"","",264,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\""
2018-11-08T10:18:50.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:20:36.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:21:06.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:23:43.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:24:16.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:28:14.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:30:51.796-02:00,83,free,"","",375,"Lubbock, TX","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\""
2018-11-08T10:32:23.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:35:43.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:39:07.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:42:17.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:47:17.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:51:08.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:52:57.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:56:12.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T10:58:55.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T11:03:14.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T11:07:16.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T11:11:13.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T11:14:49.796-02:00,72,paid,"","",117,"Detroit-Warren-Dearborn, MI",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
2018-11-08T11:34:28.796-02:00,26,free,"","",356,"San Jose-Sunnyvale-Santa Clara, CA","\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36\""
2018-11-08T11:39:47.796-02:00,26,free,"","",356,"San Jose-Sunnyvale-Santa Clara, CA","\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36\""
2018-11-08T11:46:15.796-02:00,63,free,"","",330,"Santa Rosa, CA","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\""
2018-11-08T11:48:54.796-02:00,63,free,"","",330,"Santa Rosa, CA","\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\""
